Hotel_Name,Hotel_Address,text,lat,lng,emotion,cluster
Shaftesbury Metropolis London Hyde Park,78 84 Sussex Gardens Westminster Borough London W2 1UH United Kingdom, Warm welcome from very friendly staff Clean nice sized room for an overnight stay we were upgraded from a standard double to a club room Great Central London location close to stations bus stops shops restaurants Fridge microwave tea coffee crockery cutlery in the room Recently refurbished  N A,51.5166887,-0.1706147,neutral,0
Ilunion Barcelona,Ramon Turr 196 198 Sant Mart 08005 Barcelona Spain, Short walk from the beach less than 5 mins a lot of local bars restaurants literally 30 seconds from the hotel very clean rooms   The area doesn t tend to cater for the British no kettle in the room perhaps a bit out of the way from the city ,41.3989322,2.2024183,neutral,1
UNA Maison Milano,Via Mazzini 4 Milan City Center 20123 Milan Italy, Excellente situation excellent service   Un peur cher ,45.4633289,9.1884242,neutral,-1
Royal Passeig de Gracia,Passeig de Gracia 84 Eixample 08008 Barcelona Spain, Everything was perfect  Numero uno,41.3946775,2.162638,neutral,-1
H tel Saint Marc,36 Rue Saint Marc 2nd arr 75002 Paris France, wonderful private spa and funky elegant interior design  rooms on noisy street construction,48.8708863,2.3382128,neutral,0
The Capital,Basil Street Knightsbridge Kensington and Chelsea London SW3 1AT United Kingdom, location  none,51.4997486,-0.1615242,neutral,0
Covent Garden Hotel,10 Monmouth Street Camden London WC2H 9HB United Kingdom, This is an excellent no faults it s all there luxury Lindon hotel Great attention to detail and well worth the money It s not cheap but then again it s Lindon and its high end So just enjoy   Minor minor detail No tea and coffee facilities in the room but room service within minutes ,51.5145986,-0.1270336,neutral,0
M by Montcalm Shoreditch London Tech City,151 157 City Road Shoreditch Islington London EC1V 1JS United Kingdom, Good location  Poor staff,51.5278465,-0.0889473,anger,0
The Wellesley Knightsbridge a Luxury Collection Hotel London,11 Knightsbridge Westminster Borough London SW1X 7LY United Kingdom, Staff and the location The lady from reception did an amazing job of taking care of my request prior to arrival So we had time to get ready for the evening entertainment   The lobby is a bit small the bar as well is on the petite side ,51.502485,-0.1539265,neutral,0
Eurostars Grand Marina Hotel GL,Moll de Barcelona WTC Ciutat Vella 08039 Barcelona Spain, Great location Hop on hop off bus is right outside Close to the Ramblas Very comfortable and clean  No Negative,41.371308,2.181698,neutral,1
NH Collection Barcelona Constanza,D u i Mata 66 99 Les Corts 08029 Barcelona Spain, We loved everything about this hotel it was such a wonderful experience We arrieved at the hotel before noon to drop off our bags we were told our room was ready and we were Guest of the Day which was unreal We were upgraded to a Luzury Suite which was amazing plus Free Spa Free Cocktails also 20 off our evening meal which also was fantastic The breakfast buffet was the best ever We found the staff very helpful and eager to please Looking forward to returning to this hotel   Nothing,41.3885274,2.1360471,neutral,1
The Exhibitionist Hotel,8 10 Queensberry Place Kensington and Chelsea London SW7 2EA United Kingdom, The room was Lovely everything you needed from a room The hotel looks Amazing in side and the staff could not be more helpfull Great location  No Negative,51.4947754,-0.177789,neutral,0
Strandhotel Alte Donau,Wagramer Stra e 51 22 Donaustadt 1220 Vienna Austria, The hotel offered diffrent room than booked in the same price very nice of them  No Negative,48.2390022,16.4292329,neutral,0
Holiday Inn London Oxford Circus,57 59 Welbeck Street Westminster Borough London W1G 9BL United Kingdom, Lovely breakfast and friendly staff  The Hotel looks tired Our room looked in need of a paint,51.516843,-0.1495574,neutral,0
Grand Royale London Hyde Park,1 Inverness Terrace Westminster Borough London W2 3JP United Kingdom, Beautiful building and charming staff Excellent breakfast   6 stairs straighr down into the room from the door If you have stair issues be sure to mention this when you book ,51.5109945,-0.1863417,neutral,0
Le Relais Madeleine,11bis Rue Godot de Mauroy 9th arr 75009 Paris France, Excellent staff No Negative,48.870961,2.3267678,anger,0
InterContinental Paris Le Grand,2 Rue Scribe 9th arr 75009 Paris France, great location comfortable beds extra security at the door every bag is checked entering the hotel   I booked our room 6 months ago and requested 2 twins bed and did not get them ,48.8708391,2.3303651,neutral,0
Innkeeper s Lodge London Greenwich,291 Greenwich High Road Greenwich Greenwich London SE10 8NA United Kingdom, The Inn Keepers Lodge in Greenwich was a great hotel for our visit to the O2 The bus service to the O2 is frequent It s location is also excellent for the Cutty Sark Greenwich Park market and maritime museum all within walking distance The market on a Sunday is brilliant and makes the atmosphere in Greenwich really good We had a lovely Sunday lunch in The Mitre PH and joined in the quiz  No Negative,51.4801631,-0.0097201,neutral,0
The May Fair Hotel,Stratton Street Mayfair Westminster Borough London W1J 8LT United Kingdom, The staff were excellent The bar was lively  Nothing,51.5078943,-0.1436707,neutral,0
Eurostars Grand Marina Hotel GL,Moll de Barcelona WTC Ciutat Vella 08039 Barcelona Spain, View was amazing No Negative,41.371308,2.181698,anger,-1
The Belgrave Hotel,80 86 Belgrave Road Westminster Borough London SW1V 2BJ United Kingdom, food was lovely good location for tube restaurants ect staff were absolutely amazing cannot fault them went out of their way to help stunning reception area and everything was very clean   I found the bed and pillows a bit hard for my liking but everyone s preferences are different ,51.4901051,-0.1381355,neutral,0
The Westbridge Hotel,335 337 High Street Stratford Newham London E15 2TF United Kingdom, Nice staff good facilities modern Good for watching sport at the stadium   Not much around the hotel ,51.5373904,-0.0023367,neutral,0
Mercure Hotel Amsterdam City South,Joan Muyskenweg 10 Oost 1096 CJ Amsterdam Netherlands, Only Mr Ahmed was kindly   Nobody helped me to move my luggage to up stairs ,52.335182,4.9138688,neutral,-1
Austria Trend Hotel Europa Wien,K rntnerstra e 18 Eingang Neuer Markt 3 01 Innere Stadt 1010 Vienna Austria, Breakfast was extensive with good service Staff were very helpful and knowledgeable The location was perfect for sightseeing and the hotel was very quiet at night   Minibar had no spirits and sodas tonics etc,48.2062103,16.3710387,neutral,0
Hotel de France Wien,Schottenring 3 01 Innere Stadt 1010 Vienna Austria, Good walkable location Great breakfast Comfortable room  No Negative,48.2146623,16.3627994,joy,0
IntercityHotel Wien,Mariahilfer Stra e 122 Ecke Kaiserstra e 1 3 07 Neubau 1070 Vienna Austria, spacious cosy helpful staff good location easy to get to scenic sites and international airport  not the hotel be alert to strangers sit near you we lost some of our small luggages on train two guy sat behind us even they looked gentlemen ,48.1965878,16.3413729,neutral,0
Hilton Vienna,Am Stadtpark 1 03 Landstra e 1030 Vienna Austria, The breakfast was excelent the location of the hotel is perfect The junior suite room were comfort  No free wifi at the rooms The view from the room was not great ,48.2062268,16.3833767,neutral,0
DoubleTree by Hilton London Victoria,2 Bridge Place Victoria Westminster Borough London SW1V 1QA United Kingdom, The staff and the room was ok nothing wrong there The location is obviously ideal   Internet central London and I did not manage to connect once with my laptop or phone yes I know what I am doing and no the devices were not broken Since this was a business trip this created quite some inconvenience I think for GBP 200 per night in a four star Hilton you can and should expect more I will not go there again ,51.49398,-0.143372,neutral,0
Sloane Square Hotel,Sloane Square Kensington and Chelsea London SW1W 8EG United Kingdom, The staff were really helpful there was no noise from the street even though we were on the front everything was very clean and up to date  Nothing ,51.4927325,-0.1573708,neutral,0
Radisson Blu Edwardian Kenilworth,97 Great Russell Street Bloomsbury Camden London WC1B 3LB United Kingdom, did not have twin room left but upgraded to two single rooms which was good service The breakfast was excellent  check in took a little long but that s being really picky,51.5179725,-0.1280495,neutral,0
Hotel degli Arcimboldi,Viale Sarca 336 Bicocca Zara 20125 Milan Italy, It was only one night stay but we enjoyed it Friendly staff fast checkin free Wi Fi and nice breakfast It s also very near to the metro station so it s very easy to reach the city center in few minutes   The only problem is with the bed Actually beds because a king queen size bed for them means 2 beds attached to each other which is really weird ,45.5257221,9.2150033,neutral,0
Park Plaza Westminster Bridge London,Westminster Bridge Road Lambeth London SE1 7UT United Kingdom, The room was extremely comfortable and quality of staff excellent In combination with the hosting of an event within the hotel the whole experience although short was made most enjoyable   Delays when reclaiming baggage due to the volume of individuals using the service ,51.5009609,-0.1165913,neutral,0
The Rembrandt,11 Thurloe Place Knightsbridge Kensington and Chelsea London SW7 2RS United Kingdom, Close to the museums the tube Our room 641 had a massage tub a big plus   Room temp cold and adjustment did nt work Window was draughty ,51.4959227,-0.1702917,neutral,-1
Caesar Hotel,26 33 Queens Gardens Westminster Borough London W2 3BE United Kingdom, Clean nice hotel close to Kensington place 3 tube stations within 5 min walk Good deal  No Negative,51.5134603,-0.1833081,neutral,0
Park International Hotel,117 129 Cromwell Road Kensington and Chelsea London SW7 4DS United Kingdom, Comfortable clean rooms with good air con system Good breakfast selection Good shower system and hot water   Single toom was really small and hall carpets tired ,51.4945144,-0.1866172,neutral,0
Courthouse Hotel London,19 21 Gt Marlborough St Westminster Borough London W1F 7HL United Kingdom, Lovely breakfast very helpful staff and great location Would stay again  Our room had twin beds as requested but the mattresses were a little worn Could do with either turning or replacing ,51.5143624,-0.1394483,neutral,0
Corendon Vitality Hotel Amsterdam,Aletta Jacobslaan 7 Slotervaart 1066 BP Amsterdam Netherlands, Room was nice clean decent size   A bit far from the city centre but the tram near the hotel takes you there in 20 25 mins Also there is not much of a view as they are currently building in the hotel s vicinity,52.3466449,4.8310984,neutral,0
Forest Hill Paris la Villette,28 av Corentin Cariou 19th arr 75019 Paris France,No Positive  Price,48.8969854,2.3852745,joy,0
Club Quarters Hotel Trafalgar Square,8 Northumberland Avenue Westminster Borough London WC2N 5BY United Kingdom, Comfy bed great location  Small window lift broke down having to pay 60 deposit after already paying the bill,51.506935,-0.126012,neutral,0
Holiday Inn London Bloomsbury,Coram Street Camden London WC1N 1HT United Kingdom, Location was great Room was clean and comfortable   Would be rated more highly if a small refrigerator was provided in each room ,51.5241248,-0.1258066,neutral,0
Sixtytwo Hotel,Passeig de Gracia 62 Eixample 08007 Barcelona Spain, very good location but takes some time for a walk to the the ramblas street  No Negative,41.3930168,2.1646148,neutral,1
Grand Royale London Hyde Park,1 Inverness Terrace Westminster Borough London W2 3JP United Kingdom, The staff were exceptional couljdnt have been nicer or more helpful  I couldn t fault this hotel,51.5109945,-0.1863417,neutral,0
Hotel Regina,Bergara 2 4 Eixample 08002 Barcelona Spain, The location was excellent in the heart of Barcelona very close to all kind of public transport The staff was very cooperative and friendly  No Negative,41.3858891,2.1681652,neutral,1
Hotel Best Western PLUS Alfa Aeropuerto,Calle K s n Entrada principal Mercabarna Sants Montju c 08040 Barcelona Spain, Staff were superb Quiet clean safe environment only 10 mins to airport   I was disappointed to have to pay a taxi driver 27euro to get there from airport when a free shuttle bus was available I wanted to contact the hotel via email before my trip to find location of bus but no email address could be found Calling the hotel and looking for directions on arrival I feel is unfair to the paying consumer when you take into account extra charges on calls 5 euro credit in my phone went while talking to the receptionist who couldn t direct me to the bus ,41.3283758,2.1129638,neutral,-1
Rafayel Hotel Spa,34 Lombard Road Battersea London SW11 3RF United Kingdom,No Positive  Lights in bedroom and bathrooms very poor,51.4703604,-0.1779869,neutral,0
Holiday Inn London Kensington Forum,97 Cromwell Road Kensington and Chelsea London SW7 4DN United Kingdom, There s an option to have pancakes also I loved that you could have the option to have a firm or soft pillow   There could be some more milk ,51.4942305,-0.1851141,neutral,0
The Piccadilly London West End,65 73 Shaftesbury Avenue Westminster Borough London W1D 6EX United Kingdom, The selves of customer service was amazing No Negative,51.5121957,-0.1318384,neutral,0
Austria Trend Hotel Bosei Wien,Gutheil Schoder Gasse 7B 10 Favoriten 1100 Vienna Austria, recommended No Negative,48.1629737,16.3404024,anger,0
citizenM Tower of London,40 trinity square City of London London EC3N 4DJ United Kingdom, Efficient Great location The lobby area was lovely Disputes the room being small it was ok for this area as you want to explore London Not stay in   iPad room controller was temperamental Felt like you were in a ship cabin Really needed a window to open A little clostrophobic ,51.510237,-0.0764428,neutral,0
The Tower A Guoman Hotel,St Katherines Way Tower Hamlets London E1W 1LD United Kingdom, Very good breakfast Brilliant porters Good position   Breakfast staff talking in their language in front of you No bedside table in room Hard pillows No trouser press Early rise by housekeeping at door To far to rooms from lift,51.5064721,-0.0716893,neutral,0
The Sumner Hotel,54 Upper Berkeley Street Westminster Borough London W1H 7QR United Kingdom, Lovely lounging area and very nice breakfast Lots of great reading material Good but expensive taxi service   Table lamp that didn t work Bottled water already opened Paying 80 pounds to get from the airport Poor view from room ,51.5152892,-0.160898,neutral,0
Catalonia Born,Rec Comtal 16 18 Ciutat Vella 08003 Barcelona Spain, Excellent location just a few minutes walk to the subway station bus route to the beach stops even closer Many good restaurants nearby We had a room with own terrace on the top floor and there was only a short corridor to the swimming pool on the roof No street view from the terrace but nevertheless nice view over the roof tops No street noise at all Staff was very friendly and helpful Breakfast was good room was cleaned daily and WiFi worked well All in all we highly recommend this hotel and especially the room with own terrace   Nothing to complain,41.3896916,2.1798661,neutral,1
Hotel Marconi,Via Fabio Filzi 3 Central Station 20124 Milan Italy, The bedrooms and foyer were stunning the rooms were decorated in period style  No Negative,45.4868744,9.2018407,neutral,0
St Ermin s Hotel Autograph Collection,2 Caxton Street Westminster Borough London SW1H 0QW United Kingdom, We love the family rooms here very comfortable and great to have a second bathroom Great location in London especially if you re exploring during the day and seeing shows at night   Have stayed before and preferred rooms we ve had in the past over the orientation of the family room we had this time around a bit of a jumble to stay organized when the desk is on the far side of the room ,51.498905,-0.1339093,neutral,0
Georgian House Hotel,35 39 St Georges Drive Westminster Borough London SW1V 4DG United Kingdom,No Positive  put us on 4th floor no lift Biggest issue was that this floor was used by a family who ran up and down corridors shouting and screaming from 6am onwards I told staff and they just said sorry to hear that ,51.490724,-0.143868,neutral,0
Swiss tel Amsterdam,Damrak 96 Amsterdam City Center 1012 LP Amsterdam Netherlands, The staff were excellent and welcoming Beautiful room We had a disability room and it was excellent Two different shower bench facilities Quiet room good size The location is right at the heart of Dam Square but once inside peaceful Small entry meant we had very few steps from front door to elevator and disabled room was close to elevator so great access Lemon water and apples available all day and water bottles on request We also were provided welcome wine and munchies The new restaurant is modern not as elegant but a nice varied menu and excellent pizza  No Negative,52.3735266,4.8933041,neutral,0
The Marble Arch London,31 Great Cumberland Place Westminster Borough London W1H 7TA United Kingdom, Location  The girl at the reception on the 28th Feb afternoon shift is very rude,51.5151247,-0.1600656,neutral,0
Millennium Gloucester Hotel London,4 18 Harrington Gardens Kensington and Chelsea London SW7 4LH United Kingdom, Comfortable clean extremely friendly staff Everything you would want or need in a hotel Centrally located and right outside of the Gloucester Road Tube Station Makes it quite easy to take the Piccadilly Circle or District lines to get around the city Also the museums and Harrods are within a 5 10 minute walk   If I were to say what I didn t like it would have to be that the fire alarm went off daily during our stay Not the hotel s fault as I believe someone kept smoking in a room Certain aspects such as the sinks and window are outdated making it more challenging to use But very minor for the price ,51.4935083,-0.1834346,neutral,0
Pullman London St Pancras,100 110 Euston Road Camden London NW1 2AJ United Kingdom, Very spacious clean attention in house pub   The reception and floors were too perfumed it was overpowering ,51.5286766,-0.1283489,neutral,0
NH Hesperia Barcelona Presidente,Avenida Diagonal 570 Sarri St Gervasi 08021 Barcelona Spain, Very nice hotel comfortable well appointed room allowed early check in excellent restaurant Most of the staff spoke English   While the view of Avenida Diagional was great 5th fl it was a bit noisy Next time I would request a room a bit higher up ,41.3941338,2.1489569,neutral,1
Mercure London Paddington Hotel,144 Praed St Paddington Westminster Borough London W2 1HU United Kingdom, Location  No room to unpack and store 2 suitcases too small for 2 people to walk in the room as floor area was used for the luggage which you couldn t hide under the beds Very noisy air conditioner ,51.5161139,-0.1749521,neutral,0
Holiday Inn London Bloomsbury,Coram Street Camden London WC1N 1HT United Kingdom, Firstly the room was immaculate this made a world of difference I went and found the cleaner and thanked her personally Everyone clearly works very hard The breakfast for the kids was wonderful Thank you for that The Manager went out of his way to help us We will definitely visit again soon Thank you  Queuing at check in hard work with young boys ,51.5241248,-0.1258066,neutral,0
Expo Hotel Barcelona,Mallorca 1 23 Sants Montju c 08014 Barcelona Spain, Position quality service  nothing,41.3792053,2.1427989,neutral,-1
Austria Trend Hotel Bosei Wien,Gutheil Schoder Gasse 7B 10 Favoriten 1100 Vienna Austria, The breakfast was plentiful and very good The staff was very helpful and spoke english The view from our room to the golf course was nice   The location is a bit far from the city center About 20 min train ride away There was no water in the room not even in the minibar ,48.1629737,16.3404024,neutral,0
Hotel Domizil,Schulerstra e 14 01 Innere Stadt 1010 Vienna Austria, Concierge staff were excellent Rooms airy Views good  Coffee at breakfast It would have to have a lounge,48.2080479,16.375612,neutral,0
DoubleTree by Hilton Hotel London Tower of London,7 Pepys Street City of London London EC3N 4AF United Kingdom, The sky bar was lovely and a great way to end our evening We were offered an upgrade on arrival along with complimentary warm cookies and the parking was simple   The breakfast was overpriced We decided not to include it to our booking and was glad as the queue seemed long for most of the morning ,51.5108412,-0.0780581,neutral,0
WestCord Fashion Hotel Amsterdam,Hendrikje Stoffelstraat 1 Slotervaart 1058 GC Amsterdam Netherlands, Very comfy bed  Parking was too expensive,52.357655,4.844576,neutral,-1
Hotel 55,Hanger Lane Ealing London W5 3HL United Kingdom, They have a little chalet near the back of the hotel makes you feel like your not in London  All good,51.5213303,-0.2915052,neutral,0
Ramada Apollo Amsterdam Centre,Staalmeesterslaan 410 Slotervaart 1057 PH Amsterdam Netherlands, The bed was unbelievably comfortable and the shower was heaven sent   150 deposit to be paid at check in which we weren t ever made aware of Girl taking the money manager I believe was rude and abrupt Could not fault the rest of the staff however ,52.3681299,4.8440847,neutral,0
Mercure Vaugirard Paris Porte De Versailles,69 Boulevard Victor 15th arr 75015 Paris France, Location was very good for purpose of our stay exhibition centre   Wifi could be better,48.8330649,2.2879617,neutral,0
Hotel Esther a,Singel 303 309 Amsterdam City Center 1012 WJ Amsterdam Netherlands, Great location  Told we had an executive room and it was tiny Needed to iron clothes but ironing board too big to put up in space we had to move in 235 was an extortinate amount for the room ,52.3705447,4.8886439,neutral,0
Mercure Paris Bastille Marais,53 Rue Richard Lenoir 11th arr 75011 Paris France, We loved the spacious room with a lovely bathroom and efficient friendly staff Located right by a Metro stop it was the perfect combination  BBC TV would be nice,48.8571207,2.3805581,joy,0
DoubleTree by Hilton London Docklands Riverside,265 Rotherhithe Street Southwark London SE16 5HW United Kingdom, Great hotel and staff Free river ferry across to Canary Wharf was a great treat for the kids Playground outside the front door was a pleasant surprise   Travel distance to the city centre is about 30 mins by river ferry but the travel distance is outweighed by the experience of traveling up and down the Thames to get the hotel A swimming pool would make the hotel the ideal place for a family to stay in London ,51.5043483,-0.0334436,neutral,0
Crowne Plaza London Docklands,Royal Victoria Dock Western Gateway Newham London E16 1AL United Kingdom, All staff very friendly and professional  Nothing,51.5083537,0.0198855,neutral,0
Hotel de France Wien,Schottenring 3 01 Innere Stadt 1010 Vienna Austria, The breakfast buffet has a very good selection of food very good The room feels like from a period piece of old Vienna with 4 metres high ceiling   The bathroom is claustrophobic and the shower fitting is wrongly located in the middle of the bath it s quite tight to position oneself when showering The TVs needs updating to flat screen ,48.2146623,16.3627994,neutral,0
Corinthia Hotel London,Whitehall Place Westminster Borough London SW1A 2BD United Kingdom, Fantastic No Negative,51.5045583,-0.1262584,anger,0
Hotel Cafe Royal,68 Regent Street West End Mayfair Westminster Borough London W1B 4DY United Kingdom, Very good service   Veiw from the room ,51.5100916,-0.1359431,neutral,0
Hotel Da Vinci,Via Senigallia 6 20161 Milan Italy, We had a great time  No Negative,45.5331372,9.1711019,anger,0
Novotel London Wembley,5 Olympic Way Wembley Brent London HA9 0NP United Kingdom, A very space us room  No Negative,51.5611271,-0.2787261,anger,0
Staybridge Suites London Vauxhall,100 Vauxhall Walk Lambeth London SE11 5AL United Kingdom, They have regular events for example a social hour on Thursdays The staff was friendly clearly knew what they were doing and the rooms were nice and considerably spacey   The location was a little away from the main area so in order to reach busier areas you had to travel but it s still close to an underground so that wasn t too much of a problem ,51.4891226,-0.1205639,neutral,0
The Rembrandt,11 Thurloe Place Knightsbridge Kensington and Chelsea London SW7 2RS United Kingdom, We had just spent a week hiking in the Lake District and were ready for a little pampering The room was large and comfortable and the location was fabulous We spent all our time in the area immediately around the Rembrandt  No Negative,51.4959227,-0.1702917,neutral,0
Hilton London Metropole,225 Edgware Road Westminster Borough London W2 1JU United Kingdom, Very good location close to the tube station Confortable room Very helpfull people   The price very high,51.5195688,-0.170521,neutral,0
Good Hotel London,Western Gateway Newham London E16 1FA United Kingdom, Location was perfect for our night at the o2 arena   There was no tooth paste supplied and the roof top bar was not open until April ,51.5084195,0.0253216,neutral,-1
Millennium Gloucester Hotel London,4 18 Harrington Gardens Kensington and Chelsea London SW7 4LH United Kingdom, Location  Furnishings,51.4935083,-0.1834346,neutral,0
WestCord Fashion Hotel Amsterdam,Hendrikje Stoffelstraat 1 Slotervaart 1058 GC Amsterdam Netherlands, The room was large and the bed was very comfortable  No Negative,52.357655,4.844576,neutral,0
De Vere Devonport House,King William Walk Greenwich London SE10 9JW United Kingdom, Brilliant location for views across the river and access to river and rail transport into London Right next to Maritime Museum and Greenwich park Comfortable room recently furnished and decorated Pleasant staff   The food which was part of the deal was disappointing Breakfast was adequate but watery yogurt in a jug tasteless melon dry croissants The evening meal was mixed both soup and risotto were too salty Too little care taken Though the service for both breakfast and dinner was good ,51.480672,-0.0071375,neutral,0
Crowne Plaza London Kings Cross,1 Kings Cross Road Islington London WC1X 9HX United Kingdom, the shower  I had to pay for the gym My room service was due in 15 minutes and took 50 The salad I ordered was covered in olives despite no mention on the menu The towels were thin and tiny the fan in the bathroom was noisy and I was unable to turn it off Terrible night I will not be back,51.5263854,-0.1136042,neutral,-1
Rathbone,30 Rathbone Street West End Westminster Borough London W1T 1LB United Kingdom, Location general cleanliness excellent cocktailso  Closer patking facilities room very warm,51.5186801,-0.1354055,neutral,0
Park Plaza County Hall London,1 Addington Street Lambeth London SE1 7RY United Kingdom, Proximity to city and modern  No Negative,51.5014001,-0.1160092,anger,0
Hilton London Metropole,225 Edgware Road Westminster Borough London W2 1JU United Kingdom, Comfortable beds and rooms were cleaned thoroughly everyday  No Negative,51.5195688,-0.170521,neutral,0
Eurostars Bcn Design,Passeig de Gr cia 29 Eixample 08007 Barcelona Spain, Having booked a double room we were pleasantly surprised to find ourselves in a superior double with terrace and free standing bath The room was spacious and very clean The terrace was a fair size and caught the sun all afternoon The free standing bath bonus speaks for itself a touch of class All in all the room was utilised to the max spacious modern and the bed was very comfortable If you are travelling with someone you don t know too well the bathroom facilities are quite open so be warned otherwise absolutely tip top accommodation The hotel is right in the middle of the city with lots to see and do on the doorstep we couldn t really have asked for better The breakfast was ample and fresh with only one small blot on their coupon was the second boiled egg I received must have just fallen out of the chicken straight into the egg cup Other than that Perfect   Nothing ,41.3907208,2.1660732,neutral,1
Apex London Wall Hotel,7 9 Copthall Avenue City of London London EC2R 7NJ United Kingdom, Service was brilliant and the welcoming glass of prosecco on arrival set the tone of our stay The room was very spacious and comfortable and the en suite bathroom had a shower room and bath tub We will be back  No Negative,51.5160484,-0.0880181,neutral,0
Edouard 7 Paris Op ra,39 Avenue de l Op ra 2nd arr 75002 Paris France,No Positive  My money and makeup are in the room stolen by their cleaning staff but the hotel refused to responsible the attitude is very poor,48.8683133,2.3330851,neutral,0
Grand Royale London Hyde Park,1 Inverness Terrace Westminster Borough London W2 3JP United Kingdom, The hotel is steeped in history relating to EdwardVII and Lily Langtry and the owners have cleverly merged and preserved the old aspects of the building with a modern hotel eg the entrance dining room bar paintings and staircase The staff on reception were superb polite friendly and very helpful The room was very good clean with plenty of toiletries and tea coffee plus a fridge Breakfast was also very good with plenty of choices The hotel is nicely situated close to Hyde Park and with frequent buses into the Central London   NOTHING,51.5109945,-0.1863417,neutral,0
Pertschy Palais Hotel,Habsburgergasse 5 01 Innere Stadt 1010 Vienna Austria, The location is great Very close to Graben and St Stephen s Cathedral Breakfast was fine   We all got very surprised when we got there The reception was very hot the hallways of the hotel are dirty and shaky The family room was spacious but there was a chandelier on top of the sleeper sofa which didn t seem very sturdy It looked like it could fall on top of my son s head We had to move the sofa but it ended up being extremely uncomfortable My husband and 2 sons had to sleep on the king size bed while I slept on a twin bed No way that is a 4 star hotel ,48.2082256,16.3684123,neutral,0
Shaftesbury Metropolis London Hyde Park,78 84 Sussex Gardens Westminster Borough London W2 1UH United Kingdom, Great location Very friendly staff Clean facilities  No Negative,51.5166887,-0.1706147,joy,0
Platine Hotel Spa,20 rue de l Ing nieur Robert Keller 15th arr 75015 Paris France, This hotel is in a great location 15 20 mins walk to the Eiffle tower The metro is also 2 minutes walk If you turn the block you are on to a main busy road full of shops Cafes grocery shopping everything is found near this hotel Just amazing Recommend for all  No Negative,48.8473459,2.2832408,neutral,0
Hilton London Angel Islington,53 Upper Street Islington London N1 0UY United Kingdom, The muffins at breakfast were delicious  The bed was really hard found it very difficult to sleep and the window was difficult to shut The light switch arrangement was poor and very confusing When trying to switch on the bathroom light in the middle of the night I had to flick the master switch because we d used the bedside master to turn the lights off in one go This turned on every single light in the room waking my partner ,51.5360906,-0.1048176,neutral,0
DoubleTree by Hilton London Victoria,2 Bridge Place Victoria Westminster Borough London SW1V 1QA United Kingdom, The location was perfect for Victoria Station and the Belmond luxury train trip we went on  Some of the fittings in the room were a bit shabby and needed work window was very poorly maintained ,51.49398,-0.143372,neutral,0
Arbor City,12 Osborn Street Aldgate East Tower Hamlets London E1 6TE United Kingdom, Wonderful stafff great location and good breakfast No Negative,51.5166755,-0.0697897,joy,0
Atlantis Hotel Vienna,Wurzbachgasse 21 15 Rudolfsheim F nfhaus 1150 Vienna Austria,No Positive  Internet was not always working queen sized bed is in reality two one person beds put together very warm in the room clima device was set on warm air ,48.2037451,16.3356767,neutral,-1
Steigenberger Hotel Herrenhof,Herrengasse 10 01 Innere Stadt 1010 Vienna Austria, The hotel is new modern and very clean Excellent location Very helpful staff Excellent hot breakfast with lots of choices   The room decor and build although new and modern had a cheap feeling to it ,48.2097958,16.3658705,neutral,0
Hilton London Angel Islington,53 Upper Street Islington London N1 0UY United Kingdom, Staff were exceptionally friendly here   There is a car park at the hotel which belongs to the design centre that is very expensive but make sure you ask reception for a discount token ,51.5360906,-0.1048176,neutral,0
Corendon Vitality Hotel Amsterdam,Aletta Jacobslaan 7 Slotervaart 1066 BP Amsterdam Netherlands, Amazing hotel Very close to trail  No Negative,52.3466449,4.8310984,anger,0
Novotel Suites Paris Montreuil Vincennes,22 Avenue du professeur lemierre 20th arr 75020 Paris France, Near the metro station Back garden nice place to chill Staff are friendly and helpful   The sofabed wasn t exactly comfortable pictures on site aren t a true representation room is smaller than what was expected ,48.8554268,2.4152555,neutral,0
Millennium Hotel London Mayfair,44 Grosvenor Square Westminster Borough London W1K 2HP United Kingdom, The staff were really friendly and helpful location was excellent  No Negative,51.510574,-0.1509951,joy,0
Barcelona Princess,Avenida Diagonal 1 Sant Mart 08019 Barcelona Spain, Size of rooms  No iron an annoying shower curtain,41.4109715,2.2186535,neutral,1
Copthorne Tara Hotel London Kensington,Scarsdale Place Kensington Kensington and Chelsea London W8 5SY United Kingdom,No Positive  Noisy fridge in room and very noisy room could hear the underground from early in the morning,51.499046,-0.1917073,neutral,0
Hotel Domizil,Schulerstra e 14 01 Innere Stadt 1010 Vienna Austria, Location is brilliant Staff nice and friendly   No proper bar to unwind with a drink after a long days sightseeing Hotel a little bit more dated than I expected but would I stay here again yes ,48.2080479,16.375612,neutral,0
Dorsett Shepherds Bush,58 Shepherds Bush Green Hammersmith and Fulham London W12 8QE United Kingdom, Staff very helpful and kind  No Negative,51.5039399,-0.2244232,joy,0
Radisson Blu Edwardian New Providence Wharf,5 Fairmont Avenue Canary Wharf Tower Hamlets London E14 9JB United Kingdom, very modern and clean  very rude staff not helpful little knowledge and billing was bad taken a deposit not a pre auth on card took 2 weeks to get money back,51.5065578,-0.004514,neutral,-1
DoubleTree by Hilton London Hyde Park,150 Bayswater Road Kensington and Chelsea London W2 4RT United Kingdom, Nice room only a short walk to the tube station and to Hyde park   Rooms were boiling despite the aircon being on high they were still very hot Also the pillows were not comply at all look all puffy but as soon as the air comes out its like sleeping with no pillows at all ,51.5100362,-0.190657,neutral,0
